
id,name,city,country,iata,icao,lat,lon,alt,timezone,dst,tz
1018,"Moshoeshoe I Intl","Maseru","Lesotho","MSU","FXMM",-29.462256,27.552503,5348,2,"U","Africa/Maseru"
1019,"Mejametalana","Maseru","Lesotho","","FXMU",-29.304053,27.503458,5105,2,"U","Africa/Maseru"
1020,"Ndjili Intl","Kinshasa","Congo (Kinshasa)","FIH","FZAA",-4.38575,15.444569,1027,1,"N","Africa/Kinshasa"
1021,"Ndolo","Kinshasa","Congo (Kinshasa)","NLO","FZAB",-4.326689,15.327342,915,1,"N","Africa/Kinshasa"
1022,"Muanda","Muanda","Congo (Kinshasa)","MNB","FZAG",-5.930858,12.351789,89,1,"N","Africa/Kinshasa"
1023,"Kitona Base","Kitona Base","Congo (Kinshasa)","","FZAI",-5.918056,12.447694,394,1,"N","Africa/Kinshasa"
1024,"Bandundu","Bandoundu","Congo (Kinshasa)","FDU","FZBO",-3.311319,17.381683,1053,1,"N","Africa/Kinshasa"
1025,"Kikwit","Kikwit","Congo (Kinshasa)","KKW","FZCA",-5.035767,18.785631,1572,1,"N","Africa/Kinshasa"
1026,"Mbandaka","Mbandaka","Congo (Kinshasa)","MDK","FZEA",0.0226,18.288744,1040,1,"N","Africa/Kinshasa"
1027,"Gbadolite","Gbadolite","Congo (Kinshasa)","BDT","FZFD",4.253206,20.975283,1509,1,"N","Africa/Kinshasa"
1028,"Gemena","Gemena","Congo (Kinshasa)","GMA","FZFK",3.235369,19.771258,1378,1,"N","Africa/Kinshasa"
1029,"Kotakoli","Kotakoli","Congo (Kinshasa)","","FZFP",4.157639,21.650917,1801,1,"N","Africa/Kinshasa"
1030,"Lisala","Lisala","Congo (Kinshasa)","LIQ","FZGA",2.170658,21.496906,1509,1,"N","Africa/Kinshasa"
1031,"Kisangani Simisini","Kisangani","Congo (Kinshasa)","FKI","FZIA",0.5175,25.155014,1289,2,"U","Africa/Lubumbashi"
1032,"Matari","Isiro","Congo (Kinshasa)","IRP","FZJH",2.827606,27.588253,2438,2,"U","Africa/Lubumbashi"
1033,"Bunia","Bunia","Congo (Kinshasa)","BUX","FZKA",1.565719,30.220833,4045,2,"U","Africa/Lubumbashi"
1034,"Buta Zega","Buta Zega","Congo (Kinshasa)","","FZKJ",2.818347,24.793706,1378,2,"U","Africa/Lubumbashi"
1035,"Bukavu Kavumu","Bukavu/kavumu","Congo (Kinshasa)","BKY","FZMA",-2.308978,28.808803,5643,2,"U","Africa/Lubumbashi"
1036,"Goma","Goma","Congo (Kinshasa)","GOM","FZNA",-1.670814,29.238464,5089,2,"U","Africa/Kigali"
1037,"Kindu","Kindu","Congo (Kinshasa)","KND","FZOA",-2.919178,25.915361,1630,2,"U","Africa/Lubumbashi"
1038,"Lubumbashi Intl","Lubumashi","Congo (Kinshasa)","FBM","FZQA",-11.591333,27.530889,4295,2,"U","Africa/Lubumbashi"
1039,"Kolwezi","Kolwezi","Congo (Kinshasa)","KWZ","FZQM",-10.765886,25.505714,5007,2,"U","Africa/Lubumbashi"
1040,"Kalemie","Kalemie","Congo (Kinshasa)","FMI","FZRF",-5.875556,29.25,2569,2,"U","Africa/Lubumbashi"
1041,"Kamina Base","Kamina Base","Congo (Kinshasa)","KMN","FZSA",-8.642025,25.252897,3543,2,"U","Africa/Lubumbashi"
1042,"Kananga","Kananga","Congo (Kinshasa)","KGA","FZUA",-5.900055,22.469166,2139,2,"U","Africa/Lubumbashi"
1043,"Mbuji Mayi","Mbuji-mayi","Congo (Kinshasa)","MJM","FZWA",-6.121236,23.569008,2221,2,"U","Africa/Lubumbashi"
1044,"Senou","Bamako","Mali","BKO","GABS",12.533544,-7.949944,1247,0,"N","Africa/Bamako"
1045,"Gao","Gao","Mali","GAQ","GAGO",16.248433,-0.005456,870,0,"N","Africa/Bamako"
1046,"Kayes Dag Dag","Kayes","Mali","KYS","GAKY",14.481233,-11.404397,164,0,"N","Africa/Bamako"
1047,"Ambodedjo","Mopti","Mali","MZI","GAMB",14.512803,-4.079561,906,0,"N","Africa/Bamako"
1048,"Tombouctou","Tombouctou","Mali","TOM","GATB",16.730458,-3.007583,863,0,"N","Africa/Bamako"
1049,"Tessalit","Tessalit","Mali","","GATS",20.242983,0.977308,1621,0,"N","Africa/Bamako"
1050,"Banjul Intl","Banjul","Gambia","BJL","GBYD",13.337961,-16.652206,95,0,"N","Africa/Banjul"
1051,"Fuerteventura","Fuerteventura","Spain","FUE","GCFV",28.452717,-13.863761,83,0,"E","Atlantic/Canary"
1052,"Hierro","Hierro","Spain","VDE","GCHI",27.814847,-17.887056,103,0,"E","Atlantic/Canary"
1053,"La Palma","Santa Cruz De La Palma","Spain","SPC","GCLA",28.626478,-17.755611,107,0,"E","Atlantic/Canary"
1054,"Gran Canaria","Gran Canaria","Spain","LPA","GCLP",27.931886,-15.386586,78,0,"E","Atlantic/Canary"
1055,"Lanzarote","Las Palmas","Spain","ACE","GCRR",28.945464,-13.605225,47,0,"E","Atlantic/Canary"
1056,"Tenerife Sur","Tenerife","Spain","TFS","GCTS",28.044475,-16.572489,209,0,"E","Atlantic/Canary"
1057,"Tenerife Norte","Tenerife","Spain","TFN","GCXO",28.482653,-16.341536,2073,0,"E","Atlantic/Canary"
1058,"Melilla","Melilla","Spain","MLN","GEML",35.279817,-2.956256,156,1,"E","Europe/Madrid"
1059,"Freetown Lungi","Freetown","Sierra Leone","FNA","GFLL",8.616444,-13.195489,84,0,"N","Africa/Freetown"
1060,"Cufar","Cufar","Guinea-Bissau","","GGCF",11.287917,-15.1805,65,0,"N","Africa/Bissau"
1062,"Monrovia Spriggs Payne","Monrovia","Liberia","MLW","GLMR",6.289061,-10.758722,25,0,"N","Africa/Monrovia"
1063,"Monrovia Roberts Intl","Monrovia","Liberia","ROB","GLRB",6.233789,-10.362311,31,0,"N","Africa/Monrovia"
1064,"Inezgane","Agadir","Morocco","AGA","GMAA",30.381353,-9.546311,89,0,"N","Africa/Casablanca"
1065,"Plage Blanche","Tan Tan","Morocco","TTA","GMAT",28.448194,-11.161347,653,0,"N","Africa/Casablanca"
1066,"Saiss","Fes","Morocco","FEZ","GMFF",33.927261,-4.977958,1900,0,"N","Africa/Casablanca"
1067,"Ifrane","Ifrane","Morocco","","GMFI",33.505319,-5.152903,5459,0,"N","Africa/Casablanca"
1068,"Moulay Ali Cherif","Er-rachidia","Morocco","ERH","GMFK",31.9475,-4.398333,3428,0,"N","Africa/Casablanca"
1069,"Bassatine","Meknes","Morocco","MEK","GMFM",33.879067,-5.515125,1890,0,"N","Africa/Casablanca"
1070,"Angads","Oujda","Morocco","OUD","GMFO",34.78715,-1.923986,1535,0,"N","Africa/Casablanca"
1071,"Ben Slimane","Ben Slimane","Morocco","","GMMB",33.655422,-7.22145,627,0,"N","Africa/Casablanca"
1072,"Sale","Rabat","Morocco","RBA","GMME",34.051467,-6.751519,276,0,"N","Africa/Casablanca"
1074,"Mohammed V Intl","Casablanca","Morocco","CMN","GMMN",33.367467,-7.589967,656,0,"N","Africa/Casablanca"
1075,"Menara","Marrakech","Morocco","RAK","GMMX",31.606886,-8.0363,1545,0,"N","Africa/Casablanca"
1076,"Kenitra","Kentira","Morocco","NNA","GMMY",34.298864,-6.595878,16,0,"N","Africa/Casablanca"
1077,"Ouarzazate","Ouarzazate","Morocco","OZZ","GMMZ",30.939053,-6.909431,3782,0,"N","Africa/Casablanca"
1078,"Cherif El Idrissi","Al Hociema","Morocco","AHU","GMTA",35.177103,-3.839525,95,0,"N","Africa/Casablanca"
1079,"Saniat Rmel","Tetouan","Morocco","TTU","GMTN",35.594333,-5.320019,10,0,"N","Africa/Casablanca"
1080,"Ibn Batouta","Tanger","Morocco","TNG","GMTT",35.726917,-5.916889,62,0,"N","Africa/Casablanca"
1081,"Ziguinchor","Ziguinchor","Senegal","ZIG","GOGG",12.555617,-16.281783,75,0,"N","Africa/Dakar"
1082,"Cap Skiring","Cap Skiring","Senegal","CSK","GOGS",12.4102,-16.746125,52,0,"N","Africa/Dakar"
1083,"Kaolack","Kaolack","Senegal","KLC","GOOK",14.146881,-16.051297,26,0,"N","Africa/Dakar"
1084,"Leopold Sedar Senghor Intl","Dakar","Senegal","DKR","GOOY",14.739708,-17.490225,85,0,"N","Africa/Dakar"
1085,"Saint Louis","St. Louis","Senegal","XLS","GOSS",16.050761,-16.463172,9,0,"N","Africa/Dakar"
1086,"Bakel","Bakel","Senegal","BXE","GOTB",14.847256,-12.468264,98,0,"N","Africa/Dakar"
1087,"Kedougou","Kedougou","Senegal","KGG","GOTK",12.572292,-12.220333,584,0,"N","Africa/Dakar"
1088,"Tambacounda","Tambacounda","Senegal","TUD","GOTT",13.736817,-13.653122,161,0,"N","Africa/Dakar"
1089,"Aioun El Atrouss","Aioun El Atrouss","Mauritania","IEO","GQNA",16.711294,-9.637883,951,0,"N","Africa/Nouakchott"
1090,"Tidjikja","Tidjikja","Mauritania","TIY","GQND",18.570103,-11.423547,1316,0,"N","Africa/Nouakchott"
1091,"Kiffa","Kiffa","Mauritania","KFA","GQNF",16.589983,-11.406208,423,0,"N","Africa/Nouakchott"
1092,"Nema","Nema","Mauritania","EMN","GQNI",16.622,-7.316567,758,0,"N","Africa/Nouakchott"
1093,"Kaedi","Kaedi","Mauritania","KED","GQNK",16.159547,-13.507617,75,0,"N","Africa/Nouakchott"
1094,"Nouakchott","Nouakschott","Mauritania","NKC","GQNN",18.097856,-15.947956,7,0,"N","Africa/Nouakchott"
1095,"Selibady","Selibabi","Mauritania","SEY","GQNS",15.179692,-12.207272,262,0,"N","Africa/Nouakchott"
1096,"Atar","Atar","Mauritania","ATR","GQPA",20.506828,-13.043194,758,0,"N","Africa/Nouakchott"
1097,"Nouadhibou","Nouadhibou","Mauritania","NDB","GQPP",20.933067,-17.029956,16,0,"N","Africa/Nouakchott"
1098,"Bir Moghrein","Bir Moghrein","Mauritania","","GQPT",25.236697,-11.588697,1194,0,"N","Africa/Nouakchott"
1099,"Fria","Fira","Guinea","FIG","GUFA",10.350556,-13.569167,499,0,"N","Africa/Conakry"
1100,"Faranah","Faranah","Guinea","FAA","GUFH",10.035467,-10.769825,1476,0,"N","Africa/Conakry"
1101,"Labe","Labe","Guinea","LEK","GULB",11.326058,-12.28685,3396,0,"N","Africa/Conakry"
1102,"Amilcar Cabral Intl","Amilcar Cabral","Cape Verde","SID","GVAC",16.741389,-22.949444,177,-1,"U","Atlantic/Cape_Verde"
1103,"Rabil","Boa Vista","Cape Verde","BVC","GVBA",16.136531,-22.888897,69,-1,"U","Atlantic/Cape_Verde"
1104,"Maio","Maio","Cape Verde","MMO","GVMA",15.155928,-23.213703,36,-1,"U","Atlantic/Cape_Verde"
1105,"Preguica","Sao Nocolau Island","Cape Verde","SNE","GVSN",16.588356,-24.284656,669,-1,"U","Atlantic/Cape_Verde"
1106,"Sao Pedro","Sao Vicente Island","Cape Verde","VXE","GVSV",16.833689,-25.054661,66,-1,"U","Atlantic/Cape_Verde"
1107,"Bole Intl","Addis Ababa","Ethiopia","ADD","HAAB",8.977889,38.799319,7656,3,"U","Africa/Addis_Ababa"
1108,"Lideta","Addis Ababa","Ethiopia","","HAAL",9.003681,38.726019,7749,3,"U","Africa/Addis_Ababa"
1109,"Arba Minch","Arba Minch","Ethiopia","AMH","HAAM",6.039389,37.590453,3895,3,"U","Africa/Addis_Ababa"
1110,"Axum","Axum","Ethiopia","AXU","HAAX",14.14675,38.772833,6915,3,"U","Africa/Addis_Ababa"
1111,"Bahir Dar","Bahar Dar","Ethiopia","BJR","HABD",11.608075,37.321644,5976,3,"U","Africa/Addis_Ababa"
1112,"Dire Dawa Intl","Dire Dawa","Ethiopia","DIR","HADR",9.6247,41.854203,3829,3,"U","Africa/Addis_Ababa"
1113,"Gambella","Gambella","Ethiopia","GMB","HAGM",8.128764,34.563131,1771,3,"U","Africa/Addis_Ababa"
1114,"Gondar","Gondar","Ethiopia","GDQ","HAGN",12.5199,37.434047,6541,3,"U","Africa/Addis_Ababa"
6811,"South Ari Atoll","Paradies Island","Maldives","","ARIA",3.4833,72.8369,0,5,"U","Indian/Maldives"
1116,"Jimma","Jimma","Ethiopia","JIM","HAJM",7.666094,36.816639,5587,3,"U","Africa/Addis_Ababa"
1117,"Lalibella","Lalibella","Ethiopia","LLI","HALL",11.975014,38.979969,6423,3,"U","Africa/Addis_Ababa"
1118,"Makale","Makale","Ethiopia","MQX","HAMK",13.467367,39.533464,7406,3,"U","Africa/Addis_Ababa"
1119,"Asosa","Asosa","Ethiopia","ASO","HASO",10.01855,34.586253,5120,3,"U","Africa/Addis_Ababa"
1120,"Bujumbura Intl","Bujumbura","Burundi","BJM","HBBA",-3.324019,29.318519,2582,2,"U","Africa/Bujumbura"
1121,"Egal Intl","Hargeisa","Somalia","HGA","HCMH",9.518167,44.088758,4423,3,"U","Africa/Mogadishu"
1122,"Berbera","Berbera","Somalia","BBO","HCMI",10.389167,44.941106,30,3,"U","Africa/Mogadishu"
1123,"Kisimayu","Kismayu","Somalia","KMU","HCMK",-0.377353,42.459233,49,3,"U","Africa/Mogadishu"
6890,"Dowagiac Municipal Airport","Dowagiac","United States","C91",\N,41.9929342,-86.1280125,748,-5,"U","America/New_York"
1126,"Alexandria Intl","Alexandria","Egypt","ALY","HEAX",31.183903,29.948889,-6,2,"U","Africa/Cairo"
1127,"Abu Simbel","Abu Simbel","Egypt","ABS","HEBL",22.375953,31.611722,616,2,"U","Africa/Cairo"
1128,"Cairo Intl","Cairo","Egypt","CAI","HECA",30.121944,31.405556,382,2,"U","Africa/Cairo"
1129,"Cairo West","Cairo","Egypt","","HECW",30.116362,30.915445,550,2,"U","Africa/Cairo"
1130,"Hurghada Intl","Hurghada","Egypt","HRG","HEGN",27.178317,33.799436,52,2,"U","Africa/Cairo"
1131,"El Gora","El Gorah","Egypt","EGR","HEGR",31.068975,34.129194,324,2,"U","Africa/Cairo"
1132,"Luxor Intl","Luxor","Egypt","LXR","HELX",25.671028,32.706583,294,2,"U","Africa/Cairo"
1133,"Mersa Matruh","Mersa-matruh","Egypt","MUH","HEMM",31.325356,27.221689,94,2,"U","Africa/Cairo"
1134,"Port Said","Port Said","Egypt","PSD","HEPS",31.279444,32.24,8,2,"U","Africa/Cairo"
1135,"St Catherine Intl","St. Catherine","Egypt","SKV","HESC",28.685278,34.0625,4368,2,"U","Africa/Cairo"
1136,"Aswan Intl","Aswan","Egypt","ASW","HESN",23.964356,32.819975,662,2,"U","Africa/Cairo"
1137,"El Tor","El-tor","Egypt","ELT","HETR",28.209028,33.645517,115,2,"U","Africa/Cairo"
1138,"Eldoret Intl","Eldoret","Kenya","EDL","HKEL",0.404458,35.238928,6941,3,"U","Africa/Nairobi"
1139,"Kakamega","Kakamega","Kenya","","HKKG",0.271342,34.787297,5020,3,"U","Africa/Nairobi"
1140,"Kisumu","Kisumu","Kenya","KIS","HKKI",-0.086139,34.728892,3796,3,"U","Africa/Nairobi"
1141,"Kitale","Kitale","Kenya","KTL","HKKT",0.971989,34.958556,6070,3,"U","Africa/Nairobi"
6889,"Cambridge Municipal Airport","Cambridge","United States","CDI",\N,39.9750278,-81.5775833,799,-5,"U","America/New_York"
1143,"Lodwar","Lodwar","Kenya","LOK","HKLO",3.121967,35.608692,1715,3,"U","Africa/Nairobi"
1144,"Lamu Manda","Lamu","Kenya","LAU","HKLU",-2.252417,40.913097,20,3,"U","Africa/Nairobi"
1145,"Mombasa Moi Intl","Mombasa","Kenya","MBA","HKMO",-4.034833,39.59425,200,3,"U","Africa/Nairobi"
1146,"Naivasha","Naivasha","Kenya","","HKNV",-0.787953,36.433528,6380,3,"U","Africa/Nairobi"
1147,"Nairobi Wilson","Nairobi","Kenya","WIL","HKNW",-1.321719,36.814833,5546,3,"U","Africa/Nairobi"
1148,"Eastleigh","Nairobi","Kenya","","HKRE",-1.277267,36.862339,5380,3,"U","Africa/Nairobi"
1149,"Wajir","Wajir","Kenya","WJR","HKWJ",1.733239,40.091606,770,3,"U","Africa/Nairobi"
1150,"Bu Attifel","Buattifel","Libya","","HLFL",28.795372,22.080939,161,2,"N","Africa/Tripoli"
1151,"Warehouse 59e","Giallo","Libya","","HLGL",28.638458,21.438042,325,2,"N","Africa/Tripoli"
1152,"Ghat","Ghat","Libya","GHT","HLGT",25.145564,10.142647,2296,2,"N","Africa/Tripoli"
1153,"Kufra","Kufra","Libya","AKF","HLKF",24.178728,23.313958,1367,2,"N","Africa/Tripoli"
1154,"Benina","Benghazi","Libya","BEN","HLLB",32.096786,20.269472,433,2,"N","Africa/Tripoli"
1156,"Sebha","Sebha","Libya","SEB","HLLS",26.986964,14.472525,1427,2,"N","Africa/Tripoli"
1157,"Tripoli Intl","Tripoli","Libya","TIP","HLLT",32.663544,13.159011,263,2,"N","Africa/Tripoli"
1158,"Marsa Brega","Marsa Brega","Libya","","HLMB",30.378139,19.576444,50,2,"N","Africa/Tripoli"
1159,"Ras Lanuf Oil","Ras Lanouf V 40","Libya","","HLNF",30.500013,18.527161,42,2,"N","Africa/Tripoli"
1160,"Hon","Hon","Libya","","HLON",29.110106,15.965567,919,2,"N","Africa/Tripoli"
1161,"Dahra","Dahra","Libya","","HLRA",29.472567,17.934936,1050,2,"N","Africa/Tripoli"
1162,"Ghadames East","Ghadames","Libya","LTD","HLTD",30.151695,9.715305,1122,2,"N","Africa/Tripoli"
1163,"Zella 74","Zella 74","Libya","","HLZA",28.589878,17.293858,1085,2,"N","Africa/Tripoli"
1164,"Gisenyi","Gisenyi","Rwanda","GYI","HRYG",-1.677203,29.258875,5082,2,"U","Africa/Kigali"
1165,"Kigali Intl","Kigali","Rwanda","KGL","HRYR",-1.968628,30.13945,4859,2,"U","Africa/Kigali"
1166,"Kamembe","Kamembe","Rwanda","KME","HRZA",-2.462242,28.90795,5192,2,"U","Africa/Kigali"
1167,"Dongola","Dongola","Sudan","DOG","HSDN",19.153867,30.430094,773,3,"U","Africa/Khartoum"
1168,"Damazin","Damazin","Sudan","","HSDZ",11.785889,34.336656,1582,3,"U","Africa/Khartoum"
1169,"El Fashir","El Fasher","Sudan","ELF","HSFS",13.614892,25.32465,2393,3,"U","Africa/Khartoum"
1170,"Kassala","Kassala","Sudan","KSL","HSKA",15.387494,36.328842,1671,3,"U","Africa/Khartoum"
1171,"Kadugli","Kadugli","Sudan","","HSLI",11.138028,29.701122,1848,3,"U","Africa/Khartoum"
1172,"El Obeid","El Obeid","Sudan","EBD","HSOB",13.153219,30.232675,1927,3,"U","Africa/Khartoum"
1173,"Juba","Juba","South Sudan","JUB","HSSJ",4.872006,31.601117,1513,3,"U","Africa/Juba"
1174,"Malakal","Malakal","Sudan","MAK","HSSM",9.558969,31.652242,1291,3,"U","Africa/Juba"
1175,"Khartoum","Khartoum","Sudan","KRT","HSSS",15.589497,32.553161,1265,3,"U","Africa/Khartoum"
1176,"Arusha","Arusha","Tanzania","ARK","HTAR",-3.367794,36.633333,4550,3,"U","Africa/Dar_es_Salaam"
1177,"Mwalimu Julius K Nyerere Intl","Dar Es Salaam","Tanzania","DAR","HTDA",-6.878111,39.202625,182,3,"U","Africa/Dar_es_Salaam"
1178,"Dodoma","Dodoma","Tanzania","DOD","HTDO",-6.170436,35.752578,3637,3,"U","Africa/Dar_es_Salaam"
1179,"Iringa","Iringa","Tanzania","IRI","HTIR",-7.668633,35.752114,4678,3,"U","Africa/Dar_es_Salaam"
1180,"Kilimanjaro Intl","Kilimanjaro","Tanzania","JRO","HTKJ",-3.429406,37.074461,2932,3,"U","Africa/Dar_es_Salaam"
1181,"Lake Manyara","Lake Manyara","Tanzania","LKY","HTLM",-3.376306,35.818278,4150,3,"N","Africa/Dar_es_Salaam"
1182,"Mtwara","Mtwara","Tanzania","MYW","HTMT",-10.339058,40.181781,371,3,"U","Africa/Dar_es_Salaam"
1183,"Mwanza","Mwanza","Tanzania","MWZ","HTMW",-2.444486,32.932667,3763,3,"U","Africa/Dar_es_Salaam"
1184,"Pemba","Pemba","Tanzania","PMA","HTPE",-5.257264,39.811417,80,3,"U","Africa/Dar_es_Salaam"
1185,"Tanga","Tanga","Tanzania","TGT","HTTG",-5.092358,39.071158,129,3,"U","Africa/Dar_es_Salaam"
1186,"Zanzibar","Zanzibar","Tanzania","ZNZ","HTZA",-6.222025,39.224886,54,3,"U","Africa/Dar_es_Salaam"
1187,"Entebbe Intl","Entebbe","Uganda","EBB","HUEN",0.042386,32.443503,3782,3,"U","Africa/Kampala"
6888,"Dusseldorf Hauptbahnhof","Dusseldorf","Germany","QDU",\N,51.220278,6.792778,125,1,"E","Europe/Berlin"
1189,"Soroti","Soroti","Uganda","SRT","HUSO",1.727578,33.622861,3641,3,"U","Africa/Kampala"
1190,"Tirana Rinas","Tirana","Albania","TIA","LATI",41.414742,19.720561,126,1,"E","Europe/Tirane"
1191,"Burgas","Bourgas","Bulgaria","BOJ","LBBG",42.569583,27.515236,135,2,"E","Europe/Sofia"
1192,"Gorna Oryahovitsa","Gorna Orechovica","Bulgaria","GOZ","LBGO",43.151444,25.712889,285,2,"E","Europe/Sofia"
1193,"Plovdiv","Plovdiv","Bulgaria","PDV","LBPD",42.067806,24.850833,597,2,"E","Europe/Sofia"
1194,"Sofia","Sofia","Bulgaria","SOF","LBSF",42.695194,23.406167,1742,2,"E","Europe/Sofia"
1195,"Stara Zagora","Stara Zagora","Bulgaria","","LBSZ",42.376667,25.655195,558,2,"E","Europe/Sofia"
1196,"Varna","Varna","Bulgaria","VAR","LBWN",43.232072,27.825106,230,2,"E","Europe/Sofia"
1197,"Larnaca","Larnaca","Cyprus","LCA","LCLK",34.875117,33.62485,8,2,"E","Asia/Nicosia"
1198,"Pafos Intl","Paphos","Cyprus","PFO","LCPH",34.718039,32.485731,41,2,"E","Asia/Nicosia"
1199,"Akrotiri","Akrotiri","Cyprus","AKT","LCRA",34.590416,32.987861,76,0,"E","Europe/London"
1200,"Dubrovnik","Dubrovnik","Croatia","DBV","LDDU",42.561353,18.268244,527,1,"E","Europe/Zagreb"
1201,"Cepin","Cepin","Croatia","","LDOC",45.542169,18.636233,299,1,"E","Europe/Zagreb"
1202,"Osijek","Osijek","Croatia","OSI","LDOS",45.462667,18.810156,290,1,"E","Europe/Zagreb"
1203,"Pula","Pula","Croatia","PUY","LDPL",44.893533,13.922192,274,1,"E","Europe/Zagreb"
1204,"Grobnicko Polje","Grobnik","Croatia","","LDRG",45.379483,14.503756,951,1,"E","Europe/Zagreb"
1205,"Rijeka","Rijeka","Croatia","RJK","LDRI",45.216889,14.570267,278,1,"E","Europe/Zagreb"
1206,"Split","Split","Croatia","SPU","LDSP",43.538944,16.297964,79,1,"E","Europe/Zagreb"
1207,"Varazdin","Varazdin","Croatia","","LDVA",46.294724,16.38125,548,1,"E","Europe/Zagreb"
1208,"Zagreb","Zagreb","Croatia","ZAG","LDZA",45.742931,16.068778,353,1,"E","Europe/Zagreb"
1209,"Zadar","Zadar","Croatia","ZAD","LDZD",44.108269,15.346697,289,1,"E","Europe/Zagreb"
1210,"Udbina","Udbina","Croatia","","LDZU",44.55761,15.774361,2462,1,"E","Europe/Zagreb"
1211,"Albacete","Albacete","Spain","","LEAB",38.948528,-1.863517,2302,1,"E","Europe/Madrid"
1212,"Alicante","Alicante","Spain","ALC","LEAL",38.282169,-0.558156,142,1,"E","Europe/Madrid"
1213,"Almeria","Almeria","Spain","LEI","LEAM",36.843936,-2.370097,70,1,"E","Europe/Madrid"
1214,"Asturias","Aviles","Spain","OVD","LEAS",43.563567,-6.034622,416,1,"E","Europe/Madrid"
1215,"Cordoba","Cordoba","Spain","ODB","LEBA",37.842006,-4.848878,297,1,"E","Europe/Madrid"
1216,"Bilbao","Bilbao","Spain","BIO","LEBB",43.301097,-2.910608,138,1,"E","Europe/Madrid"
1218,"Barcelona","Barcelona","Spain","BCN","LEBL",41.297078,2.078464,12,1,"E","Europe/Madrid"
1219,"Talavera La Real","Badajoz","Spain","BJZ","LEBZ",38.89125,-6.821333,609,1,"E","Europe/Madrid"
1220,"A Coruna","La Coruna","Spain","LCG","LECO",43.302061,-8.377256,326,1,"E","Europe/Madrid"
1221,"Armilla","Granada","Spain","","LEGA",37.133222,-3.635694,2297,1,"E","Europe/Madrid"
1222,"Girona","Gerona","Spain","GRO","LEGE",41.900969,2.760547,468,1,"E","Europe/Madrid"
1223,"Granada","Granada","Spain","GRX","LEGR",37.188731,-3.777356,1860,1,"E","Europe/Madrid"
1224,"Getafe","Madrid","Spain","","LEGT",40.294139,-3.723833,2029,1,"E","Europe/Madrid"
1225,"Ibiza","Ibiza","Spain","IBZ","LEIB",38.872858,1.373117,20,1,"E","Europe/Madrid"
1226,"Jerez","Jerez","Spain","XRY","LEJR",36.744622,-6.060111,93,1,"E","Europe/Madrid"
1227,"Murcia San Javier","Murcia","Spain","MJV","LELC",37.774972,-0.812389,11,1,"E","Europe/Madrid"
6887,"Alexion","Porto Heli","Greece","PKH","LGHL",37.298792,23.148986,2224,2,"E","Europe/Athens"
1229,"Barajas","Madrid","Spain","MAD","LEMD",40.493556,-3.566764,2000,1,"E","Europe/Madrid"
1230,"Malaga","Malaga","Spain","AGP","LEMG",36.6749,-4.499106,52,1,"E","Europe/Madrid"
1231,"Menorca","Menorca","Spain","MAH","LEMH",39.862597,4.218647,298,1,"E","Europe/Madrid"
1232,"Moron Ab","Sevilla","Spain","OZP","LEMO",37.174917,-5.615944,285,1,"E","Europe/Madrid"
1233,"Ocana","Ocana","Spain","","LEOC",39.9375,-3.503333,2405,1,"E","Europe/Madrid"
1234,"Pamplona","Pamplona","Spain","PNA","LEPP",42.770039,-1.646331,1504,1,"E","Europe/Madrid"
1235,"Alcantarilla","Murcia","Spain","","LERI",37.951111,-1.230319,250,1,"E","Europe/Madrid"
1236,"Reus","Reus","Spain","REU","LERS",41.147392,1.167172,234,1,"E","Europe/Madrid"
1237,"Rota Ns","Rota","Spain","","LERT",36.645211,-6.349458,86,1,"E","Europe/Madrid"
1238,"Salamanca","Salamanca","Spain","SLM","LESA",40.952117,-5.501986,2595,1,"E","Europe/Madrid"
1239,"Son Bonet","Son Bonet","Spain","","LESB",39.598889,2.702778,135,1,"E","Europe/Madrid"
1240,"Palma De Mallorca","Palma De Mallorca","Spain","","LESJ",39.551675,2.738808,27,1,"E","Europe/Madrid"
1241,"San Luis","San Luis","Spain","","LESL",39.862222,4.258333,197,1,"E","Europe/Madrid"
1242,"San Sebastian","San Sebastian","Spain","EAS","LESO",43.356519,-1.790611,15,1,"E","Europe/Madrid"
1243,"Santiago","Santiago","Spain","SCQ","LEST",42.896333,-8.415144,1213,1,"E","Europe/Madrid"
1244,"Seo De Urgel","Seo De Urgel","Spain","LEU","LESU",42.338611,1.409167,2625,1,"E","Europe/Madrid"
1245,"Torrejon","Madrid","Spain","TOJ","LETO",40.496747,-3.445872,2026,1,"E","Europe/Madrid"
1246,"Valencia","Valencia","Spain","VLC","LEVC",39.489314,-0.481625,225,1,"E","Europe/Madrid"
1247,"Valladolid","Valladolid","Spain","VLL","LEVD",41.706111,-4.851944,2775,1,"E","Europe/Madrid"
1248,"Cuatro Vientos","Madrid","Spain","","LEVS",40.370678,-3.785144,2267,1,"E","Europe/Madrid"
1249,"Vitoria","Vitoria","Spain","VIT","LEVT",42.882836,-2.724469,1682,1,"E","Europe/Madrid"
1250,"Vigo","Vigo","Spain","VGO","LEVX",42.2318,-8.626775,855,1,"E","Europe/Madrid"
1251,"Santander","Santander","Spain","SDR","LEXJ",43.427064,-3.820006,16,1,"E","Europe/Madrid"
1252,"Zaragoza Ab","Zaragoza","Spain","ZAZ","LEZG",41.666242,-1.041553,863,1,"E","Europe/Madrid"
1253,"Sevilla","Sevilla","Spain","SVQ","LEZL",37.418,-5.893106,111,1,"E","Europe/Madrid"
